album_type,album_name,album_year,song_name,song_lyrics,emotion,score
album,Their Satanic Majesties Request,1967,2000 Man,"Well, my name is a number. A piece of plastic film. And I'm growin' funny flowers. In my little window sill. Dont you know I'm a 2,000 man. And my kids, they just don't understand me at all. Well my wife still respects me. I really misused her. I am having an affair. With the Random computer. Don't you know I'm a 2,000 man. And my kids, they just don't understand me at all. Oh daddy, proud of your planet. Oh mummy, proud of your sun. Oh daddy, proud of your planet. Oh mummy. proud of your sun. Oh daddy, your brain's still flashin. Like it did when you were young. Or do you come down crashin'. Seeing all the things you'd done. All was a big put on. Oh daddy, proud of your planet. Oh mummy. proud of your sun. Oh daddy, proud of your planet. Oh mummy. proud of your sun. Oh daddy, proud of your planet. Oh mummy. proud of your sun. Oh daddy, proud of your planet. Oh mummy. proud of your sun. And you know who's the 2000 man. And your kids they just won't understand you at all",joy,0.719155
album,Their Satanic Majesties Request,1967,Sing This All Together (See What Happens),Why don't we sing this song all together. Open our minds let the pictures come. And if we close all our eyes together. Then we will see where we all come from. Pictures of us in the circling sun. Pictures of the show that we're all one,confident,0.972242
album,Their Satanic Majesties Request,1967,She's A Rainbow,"She comes in colors ev'rywhere;. She combs her hair. She's like a rainbow. Coming, colors in the air. Oh, everywhere. She comes in colors. She comes in colors ev'rywhere;. She combs her hair. She's like a rainbow. Coming, colors in the air. Oh, everywhere. She comes in colors. Have you seen her dressed in blue?. See the sky in front of you. And her face is like a sail. Speck of white so fair and pale. Have you seen a lady fairer?. She comes in colors ev'rywhere;. She combs her hair. She's like a rainbow. Coming, colors in the air. Oh, everywhere. She comes in colors. Have you seen her all in gold?. Like a queen in days of old. She shoots her colors all around. Like a sunset going down. Have you seen a lady fairer?. She comes in colors ev'rywhere;. She combs her hair. She's like a rainbow. Coming, colors in the air. Oh, everywhere. She comes in colors. She's like a rainbow. Coming, colors in the air. Oh, everywhere. She comes in colors",joy,0.60411
album,Their Satanic Majesties Request,1967,The Lantern,"We, on our present life,. Knew that the stars were right.. That if you are the first to go,. You'll leave a sign to let me know,. Tell me so.. Please, carry the Lantern lights.. You crossed the sea of night,. Free from the spell of fright. Your cloak it is a spirit shroud.. You'll wake me in my sleeping hours,. Like a cloud.. So, please, carry the Lantern high.. Me, in my sorry plight,. You waiting ev'ry night.. My face it turns a deathly pale,. You're talking to me, through your veil,. I hear you wail.. So, please carry the Lantern light.. The servants sleep,. The door's are barred.. You hear the stopping of my heart-we never part.. So, please carry the Lantern high.",joy,0.542191
album,Their Satanic Majesties Request,1967,Gomper,By the lake with lilly flowers. Wallow away the evening hours. To and fro she's gently gliding. On the glassy lake she's riding. She swims to the side. The sun sees her dried. The birds hover high. I'd stifle a cry. The birds hover high. She moans with a sigh,sadness,0.650614
album,Their Satanic Majesties Request,1967,2000 Light Years From Home,"Sun turnin' 'round with graceful motion. We're setting off with soft explosion. Bound for a star with fiery oceans. It's so very lonely, you're a hundred light years from home. Freezing red deserts turn to dark. Energy here in every part. It's so very lonely, you're six hundred light years from home. It's so very lonely, you're a thousand light years from home. It's so very lonely, you're a thousand light years from home. Bell flight fourteen you now can land. Seen you on Aldebaran, safe on the green desert sand. It's so very lonely, you're two thousand light years from home. It's so very lonely, you're two thousand light years from home",confident,0.951966
album,Their Satanic Majesties Request,1967,On With The Show,"Good evening one and all, we're all so glad to see you here. We'll play your favorite songs while you're all so happy atmosphere. We'll start with 'Old Man River', then maybe 'Stormy Weather', too. I'm sure you know just what to do. On with the show good health to you. Please pour another glass, it's time to watch the cabaret. Your wife will never know that you're not really working late. Your hostess here is Wendy, you'll find her very friendly, too. And we don't care just what you do. On with the show good health to you. Petina, start the show at 2 o'clock. Oh, if by chance you find that you can't make it anymore. We'll put you in a cab and get you safely to the door. But we've got all the answers and we've got lovely dancers, too. There's nothin' else you have to do. On with the show good health to you. You're all such lovely people dancing, eating 'round the floor. But if you have to fight, please take your trouble out the door. For now I say with sorrow until this time tomorrow. We'll bid you all a find adieu. On with the show good health to you",confident,0.859164
album,Beggar's Banquet,1968,Sympathy For The Devil,"Please allow me to introduce myself. I'm a man of wealth and taste. I've been around for a long, long year. Stole many a man's soul and faith. And I was 'round when Jesus Christ. Had his moment of doubt and pain. Made damn sure that Pilate. Washed his hands and sealed his fate. Pleased to meet you. Hope you guess my name. But what's puzzling you. Is the nature of my game. I stuck around St. Petersburg. When I saw it was a time for a change. Killed the Tsar and his ministers. Anastasia screamed in vain. I rode a tank. Held a general's rank. When the blitzkrieg raged. And the bodies stank. Pleased to meet you. Hope you guess my name, oh yeah. Ah, what's puzzling you. Is the nature of my game, oh yeah. I watched with glee. While your kings and queens. Fought for ten decades. For the gods they made. I shouted out,. ""Who killed the Kennedys?"". When after all. It was you and me. Let me please introduce myself. I'm a man of wealth and taste. And I laid traps for troubadours. Who get killed before they reached Bombay. Pleased to meet you. Hope you guessed my name, oh yeah. But what's puzzling you. Is the nature of my game, oh yeah, get down, baby. Pleased to meet you. Hope you guessed my name, oh yeah. But what's confusing you. Is just the nature of my game. Just as every cop is a criminal. And all the sinners saints. As heads is tails. Just call me Lucifer. Cause I'm in need of some restraint. So if you meet me. Have some courtesy. Have some sympathy, and some taste. Use all your well-learned politesse. Or I'll lay your soul to waste, um yeah. Pleased to meet you. Hope you guessed my name, um yeah. But what's puzzling you. Is the nature of my game, um mean it, get down. Woo, who. Oh yeah, get on down. Oh yeah. Oh yeah!. Tell me baby, what's my name. Tell me honey, can ya guess my name. Tell me baby, what's my name. I tell you one time, you're to blame. Ooo, who. Ooo, who. Ooo, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Oh, yeah. What's my name. Tell me, baby, what's my name. Tell me, sweetie, what's my name. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Oh, yeah",tentative,0.913412
album,Beggar's Banquet,1968,No Expectations,"Take me to the station. And put me on a train. I've got no expectations. To pass through here again. Once I was a rich man. Now I am so poor. But never in my sweet short life. Have I felt like this before. You heart is like a diamond. You throw your pearls at swine. And as I watch you leaving me. You pack my peace of mind. Our love was like the water. That splashes on a stone. Our love is like our music. Its here, and then its gone. So take me to the airport. And put me on a plane. I got no expectations. To pass through here again",joy,0.624571
album,Beggar's Banquet,1968,Dear Doctor,"Oh help me, please doctor, I'm damaged. There's a pain where there once was a heart. It's sleepin, it's a beatin'. Can't ya please tear it out, and preserve it. Right there in that jar?. Oh help me, please mama, I'm sick'ning. It's today that's the day of the plunge. Oh the gal I'm to marry. Is a bow-legged sow. I've been soakin' up drink like a sponge. ""Don't ya worry, get dressed,"" cried my mother. As she plied me with bourbon so sour. Pull your socks up, put your suit on. Comb your long hair down,. For you will be wed in the hour. So help me, please doctor, I'm damaged. There's a pain where there once was a heart. I'm sleepin, it's a beatin'. Can't ya please take it out, and preserve it. Right there in that jar?. Oh help me, please doctor, I'm damaged. There's a pain where there once was a heart. It's sleepin, it's a beatin'. Can't ya please tear it out, and preserve it. Right there in that jar?. I was tremblin', as I put on my jacket. It had creases as sharp as a knife. I put the ring in my pocket. But there was a note. And my heart it jumped into my mouth. It read, ""Darlin', I'm sorry to hurt you.. But I have no courage to speak to your face.. But I'm down in Virginia with your cousin Lou. There be no wedding today."". So help me, please doctor, I'm damaged. You can put back my heart in its hole. Oh mama, I'm cryin'. Tears of relief. And my pulse is now under control",sadness,0.603014
album,Beggar's Banquet,1968,Parachute Woman,"Parachute woman, land on me tonight. Parachute woman, land on me tonight. I'll break big in New Orleans. And I'll overspill in Caroline. Parachute woman, join me for a ride. Parachute woman, join me for a ride. I'll make my play in Dallas. And get hot again in half the time. Parachute woman, will you blow me out?. Parachute woman, will you blow me out?. Well, my heavy throbbers itchin'. Just to lay a solid rhythm down",joy,0.588866
album,Beggar's Banquet,1968,Jig-Saw Puzzle,"There's a tramp sittin' on my doorstep. Tryin' to waste his time. With his methylated sandwich. He's a walking clothesline. And here comes the bishop's daughter. On the other side. She looks a trifle jealous. She's been an outcast all her life. Me, I'm waiting so patiently. Lying on the floor. I'm just trying to do my jig-saw puzzle. Before it rains anymore. Oh the gangster looks so fright'ning. With his luger in his hand. When he gets home to his children. He's a family man. But when it comes to the nitty-gritty. He can shove in his knife. Yes he really looks quite religious. He's been an outlaw all his life. Me, I'm waiting so patiently. Lying on the floor. I'm just trying to do this jig-saw puzzle. Before it rains anymore. Me, I'm waiting so patiently. Lying on the floor. I'm just trying to do this jig-saw puzzle. Before it rains anymore. Oh the singer, he looks angry. At being thrown to the lions. And the bass player, he looks nervous. About the girls outside. And the drummer, he's so shattered. Trying to keep up time. And the guitar players look damaged. They've been outcasts all thier lives. Me, I'm waiting so patiently. Lying on the floor. I'm just trying to do this jig-saw puzzle. Before it rains anymore. Oh, there's twenty-thousand grandmas. Wave their hankies in the air. All burning up their pensions. And shouting, ""It's not fair!"". There's a regiment of soldiers. Standing looking on. And the queen is bravely shouting,. ""What the hell is going on?"". With a blood-curdling ""tally-ho"". She charged into the ranks. And blessed all those grandmas who. With their dying breaths screamed, ""Thanks!"". Me, I'm just waiting so patiently. With my woman on the floor. We're just trying to do this jig-saw puzzle. Before it rains anymore",tentative,0.802494
album,Beggar's Banquet,1968,Street Fighting Man,"Ev'rywhere I hear the sound of marching, charging feet, boy. Cause summer's here and the time is right for fighting in the street, boy. But what can a poor boy do. Except to sing for a rock 'n' roll band. Cause in sleepy London town. There's just no place for a street fighting man. No. Hey!  Think the time is right for a palace revolution. But where I live the game to play is compromise solution. Well, then what can a poor boy do. Except to sing for a rock 'n' roll band. 'Cause in sleepy London town. There's no place for a street fighting man. No. Hey!  Said my name is called disturbance. I'll shout and scream, I'll kill the king, I'll rail at all his servants. Well, what can a poor boy do. Except to sing for a rock 'n' roll band. Cause in sleepy London town. There's no place for a street fighting man. No",analytical,0.697586
album,Beggar's Banquet,1968,Prodigal Son,"Well a poor boy took his father's bread and started down the road. Started down the road. Took all he had and started down the road. Going out in this world, where God only knows. And that'll be the way to get along. Well poor boy spent all he had, famine come in the land. Famine come in the land. Spent all he had and famine come in the land. Said, ""I believe I'll go and hire me to some man"". And that'll be the way I'll get along. Well, man said, ""I'll give you a job for to feed my swine. For to feed my swine. I'll give you a job for to feed my swine"". Boy stood there and hung his head and cried. Cause that is no way to get along. Said, ""I believe I'll ride, believe I'll go back home. Believe I'll go back home. Believe I'll ride, believe I'll go back home. Or down the road as far as I can go"". And that'll be the way to get along. Well, father said, ""See my son coming home to me. Coming home to me"". Father ran and fell down on his knees. Said, ""Sing and praise, Lord have mercy on me"". Mercy. Oh poor boy stood there, hung his head and cried. Hung his head and cried. Poor boy stood and hung his head and cried. Said, ""Father will you look on me as a child?"". Yeah. Well father said, ""Eldest son, kill the fatted calf,. Call the family round. Kill that calf and call the family round. My son was lost but now he is found. Cause that's the way for us to get along"". Hey",sadness,0.621689
album,Beggar's Banquet,1968,Stray Cat Blues,"I hear the click-clack of your feet on the stairs. I know you're no scare-eyed honey.. There'll be a feast if you just come upstairs. But it's no hanging matter. It's no capital crime. I can see that you're fifteen years old. No I don't want your I.D.. And I can see that you're so far from home. But it's no hanging matter. It's no capital crime. Oh yeah, you're a strange stray cat. Oh yeah, don'tcha scratch like that. Oh yeah, you're a strange stray cat. I bet, bet your mama don't know you scream like that. I bet your mother don't know you can spit like that.. You look so weird and you're so far from home. But you don't really miss your mother. Don't look so scared I'm no mad-brained bear. But it's no hanging matter. It's no capital crime. Oh, yeah. Woo!. I bet your mama don't know that you scatch like that. I bet she don't know you can bite like that.. You say you got a friend, that she's wilder than you. Why don't you bring her upstairs. If she's so wild then she can join in too. It's no hanging matter. It's no capital crime. Oh yeah, you're a strange stray cat. Oh yeah, don'tcha scratch like that. Oh yeah, you're a strange stray cat. I bet you mama don't know you can bite like that. I'll bet she never saw you scratch my back",tentative,0.884981
album,Beggar's Banquet,1968,Factory Girl,Waiting for a girl who's got curlers in her hair. Waiting for a girl she has no money anywhere. We get buses everywhere. Waiting for a factory girl. Waiting for a girl and her knees are much too fat. Waiting for a girl who wears scarves instead of hats. Her zipper's broken down the back. Waiting for a factory girl. Waiting for a girl and she gets me into fights. Waiting for a girl we get drunk on Friday night. She's a sight for sore eyes. Waiting for a factory girl. Waiting for a girl and she's got stains all down her dress. Waiting for a girl and my feet are getting wet. She ain't come out yet. Waiting for a factory girl,confident,0.877438
album,Beggar's Banquet,1968,Salt Of The Earth,"Let's drink to the hard working people. Let's drink to the lowly of birth. Raise your glass to the good and the evil. Let's drink to the salt of the earth. Say a prayer for the common foot soldier. Spare a thought for his back breaking work. Say a prayer for his wife and his children. Who burn the fires and who still till the earth. And when I search a faceless crowd. A swirling mass of gray and. Black and white. They don't look real to me. In fact, they look so strange. Raise your glass to the hard working people. Let's drink to the uncounted heads. Let's think of the wavering millions. Who need leading but get gamblers instead. Spare a thought for the stay-at-home voter. Empty eyes gaze at strange beauty shows. And a parade of the gray suited grafters. A choice of cancer or polio. And when I look in the faceless crowd. A swirling mass of grays and. Black and white. They don't look real to me. Or don't they look so strange. Let's drink to the hard working people. Let's think of the lowly of birth. Spare a thought for the rag taggy people. Let's drink to the salt of the earth. Let's drink to the hard working people. Let's drink to the salt of the earth. Let's drink to the two thousand million. Let's think of the humble of birth",analytical,0.747826
album,Let It Bleed,1969,Gimme Shelter,"Oh, a storm is threat'ning. My very life today. If I don't get some shelter. Oh yeah, I'm gonna fade away. War, children, it's just a shot away. It's just a shot away. War, children, it's just a shot away. It's just a shot away. Ooh, see the fire is sweepin'. Our very street today. Burns like a red coal carpet. Mad bull lost your way. War, children, it's just a shot away. It's just a shot away. War, children, it's just a shot away. It's just a shot away. Rape, murder!. It's just a shot away. It's just a shot away. Rape, murder!. It's just a shot away. It's just a shot away. Rape, murder!. It's just a shot away. It's just a shot away. The floods is threat'ning. My very life today. Gimme, gimme shelter. Or I'm gonna fade away. War, children, it's just a shot away. It's just a shot away. It's just a shot away. It's just a shot away. It's just a shot away. I tell you love, sister, it's just a kiss away. It's just a kiss away. It's just a kiss away. It's just a kiss away. It's just a kiss away. Kiss away, kiss away",tentative,0.985163
album,Let It Bleed,1969,Love In Vain,"Well I followed her to the station. With a suitcase in my hand. Yeah, I followed her to the station. With a suitcase in my hand. Whoa, it's hard to tell, it's hard to tell. When all your love's in vain. When the train come in the station. I looked her in the eye. Well the train come in the station. And I looked her in the eye. Whoa, I felt so sad so lonesome. That I could not help but cry. When the train left the station. It had two lights on behind. Yeah, when the train left the station. It had two lights on behind. Whoa, the blue light was my baby. And the red light was my mind. All my love was in vain. All my love's in vain",confident,0.627908
album,Let It Bleed,1969,Country Honk,"I'm sittin' in a bar nibblin' a jar in Jackson. And on the street the summer sun it shines. There's many a bar-room queen. I've had in Jackson. But I just can't seem to drink you off my mind. It's the honky tonk women. Gimme, gimme, gimme the honky tonk blues. I laid a divorcee in New York City. I had to put up some kind of a fight. The lady she all dressed me up in roses. She blew my nose and then she blew my mind. It's the honky tonk women. Gimme, gimme, gimme the honky tonk blues. It's the honky tonk women. Gimme, gimme, gimme the honky tonk blues. It's the honky tonk women. Gimme, gimme, gimme thse honky tonk blues",tentative,0.624364
album,Let It Bleed,1969,Live With Me,"I got nasty habits, I take tea at three. Yes, and the meat I eat for dinner. Must be hung up for a week. My best friend, he shoots water rats. And feeds them to his geese. Don'cha think there's a place for you. In between the sheets?. Come on now, honey. We can build a home for three. Come on now, honey. Don't you wanna live with me?. And there's a score of harebrained children. They're all locked in the nursery. They got earphone heads they got dirty necks. They're so 20th century. Well they queue up for the bathroom. Round about 7:35. Don'cha think we need a woman's touch to make it come alive?. You'd look good pram pushing. Down the high street. Come on now, honey. Don't you wanna live with me?. Whoa, the servants they're so helpful, dear. The cook she is a whore. Yes, the butler has a place for her. Behind the pantry door. The maid, she's French, she's got no sense. She's wild for Crazy Horse. And when she strips, the chauffeur flips. The footman's eyes get crossed. Don'cha think there's a place for us. Right across the street. Don'cha think there's a place for you,. In between the sheets?",joy,0.593872
album,Let It Bleed,1969,Let It Bleed,"Well, we all need someone we can lean on. And if you want it, you can lean on me. Yeah, we all need someone we can lean on. And if you want it, you can lean on me. She said, ""My breasts, they will always be open. Baby, you can rest your weary head right on me. And there will always be a space in my parking lot. When you need a little coke and sympathy"". Yeah, we all need someone we can dream on. And if you want it, baby, well you can dream on me. Yeah, we all need someone we can cream on. And if you want to, well you can cream on me. I was dreaming of a steel guitar engagement. When you drunk my health in scented jasmine tea. But you knifed me in my dirty filthy basement. With that jaded, faded, junky nurse. Oh what pleasant company. We all need someone we can feed on. And if you want it, well you can feed on me. Take my arm, take my leg, oh baby don't you take my head. Yeah, we all need someone we can bleed on. Yeah, and if you want it, baby, well you can bleed on me. Yeah, we all need someone we can bleed on. Yeah, yeah, and if you want it, baby, why don'cha bleed on me. All over. Ahh, bleed it alright, bleed it alright, bleed it alright. You can bleed all over me. Bleed it alright, bleed it alright, you can be my rider. You can cum all over me. Bleed it alright, baby, bleed it alright, bleed it alright. You can cum all over me. Bleed it alright, baby cum all over me",confident,0.807211
album,Let It Bleed,1969,Midnight Rambler,"Did you hear about the midnight rambler. Everybody got to go. Did you hear about the midnight rambler. The one that shut the kitchen door. He don't give a hoot of warning. Wrapped up in a black cat cloak. He don't go in the light of the morning. He split the time the cock'rel crows. Talkin' about the midnight gambler. The one you never seen before. Talkin' about the midnight gambler. Did you see him jump the garden wall. Sighin' down the wind so sad. Listen and you'll hear him moan. Talkin' about the midnight gambler. Everybody got to go. Did you hear about the midnight rambler. Well, honey, it's no rock 'n' roll show. Well, I'm talkin' about the midnight gambler. Yeah, the one you never seen before. [ad lib]. Well you heard about the Boston.... It's not one of those. Well, talkin' 'bout the midnight...sh.... The one that closed the bedroom door. I'm called the hit-and-run raper in anger. The knife-sharpened tippie-toe.... Or just the shoot 'em dead, brainbell jangler. You know, the one you never seen before. So if you ever meet the midnight rambler. Coming down your marble hall. Well he's pouncing like proud black panther. Well, you can say I, I told you so. Well, don't you listen for the midnight rambler. Play it easy, as you go. I'm gonna smash down all your plate glass windows. Put a fist, put a fist through your steel-plated door. Did you hear about the midnight rambler. He'll leave his footprints up and down your hall. And did you hear about the midnight gambler. And did you see me make my midnight call. And if you ever catch the midnight rambler. I'll steal your mistress from under your nose. I'll go easy with your cold fanged anger. I'll stick my knife right down your throat, baby. And it hurts!",sadness,0.614071
album,Let It Bleed,1969,You Got The Silver,"Hey babe, what's in your eyes?. I saw them flashing like airplane lights. You fill my cup, babe, that's for sure. I must come back for a little more. You got my heart you got my soul. You got the silver you got the gold. You got the diamonds from the mine. Well that's all right, it'll buy some time. Tell me, honey, what will I do. When I'm hungry and thirsty too. Feeling foolish (and that's for sure). Just waiting here at your kitchen door?. Hey baby, what's in your eyes?. Is that the diamonds from the mine?. What's that laughing in your smile?. I don't care, no, I don't care. Oh babe, you got my soul. You got the silver you got the gold. If that's your love, just leave me blind. I don't care, no, that's no big surprise",joy,0.629226
album,Let It Bleed,1969,Monkey Man,"I'm a fleabit peanut monkey. All my friends are junkies. That's not really true. I'm a cold Italian pizza. I could use a lemon squeezer. Would you do?. But I've been bit and I've been tossed around. By every she-rat in this town. Have you, babe?. Well, I am just a monkey man. I'm glad you are a monkey woman too. I was bitten by a boar. I was gouged and I was gored. But I pulled it on through. Yes, I'm a sack of broken eggs. I always have an unmade bed. Don't you?. Well, I hope we're not too messianic. Or a trifle too satanic. We love to play the blues. Well I am just a monkey man. I'm glad you are a monkey, monkey woman too, babe. I'm a monkey. I'm a monkey. I'm a monkey man. I'm a monkey man. I'm a monkey.... (ad lib)",tentative,0.675235
album,Let It Bleed,1969,You Can't Always Get What You Want,"I saw her today at the reception. A glass of wine in her hand. I knew she would meet her connection. At her feet was a footloose man. No, you can't always get what you want. You can't always get what you want. You can't always get what you want. But if you try sometime you find. You get what you need. I saw her today at the reception. A glass of wine in her hand. I knew she was gonna meet her connection. At her feet was a footloose man. You can't always get what you want. You can't always get what you want. You can't always get what you want. But if you try sometimes well you might find. You get what you need. And I went down to the demonstration. To get my fair share of abuse. Singing, ""We're gonna vent our frustration. If we don't we're gonna blow a 50-amp fuse"". You can't always get what you want. You can't always get what you want. You can't always get what you want. But if you try sometimes well you just might find. You get what you need. I went down to the Chelsea drugstore. To get your prescription filled. I was standing in line with Mr. Jimmy. And man, did he look pretty ill. We decided that we would have a soda. My favorite flavor, cherry red. I sung my song to Mr. Jimmy. Yeah, and he said one word to me, and that was ""dead"". I said to him. You can't always get what you want. You can't always get what you want. You can't always get what you want. But if you try sometimes you just might find. You get what you need. You get what you need--yeah, oh baby. I saw her today at the reception. In her glass was a bleeding man. She was practiced at the art of deception. Well I could tell by her blood-stained hands. You can't always get what you want. You can't always get what you want. You can't always get what you want. But if you try sometimes you just might find. You just might find. You get what you need. You can't always get what you want. You can't always get what you want. You can't always get what you want. But if you try sometimes you just might find. You just might find. You get what you need",tentative,0.969298
album,Get Yer Ya-Ya's Out,1970,Jumping Jack Flash,"[spoken:]. (Everybody seems to be ready, everybody ready?. We are sorry for the delay. [....]. The greatest rock and roll band in the world. The Rolling Stones!). (Watch it!). I was born in a crossfire hurricane. And I howled at my ma in the driving rain. But it's all right now, in fact it's a gas. But it's all right. I'm Jumpin' Jack Flash, it's a gas, gas, gas. I was raised by a toothless, bearded hag. I was schooled with a strap right across my back. But it's all right now, in fact it's a gas. But it's all right. I'm Jumpin' Jack Flash, it's a gas, gas, gas. I was drowned, I was washed up and left for dead. I fell down, to my feet and I saw they bled. Yeah, sure and I frowned at the crumbs of a crust of bread, sure. Yeah, I was crowned with a spike right through my head. But it's all right now, in fact it's a gas. But it's all right. I'm Jumpin' Jack Flash, it's a gas, gas, gas. [spoken (Jagger):]. (Oh yeah. Thank you kindly. I think I busted a button on my trousers. Hope they don't fall down.. You don't want my trousers to fall down, now do ya?)",confident,0.855712
album,Get Yer Ya-Ya's Out,1970,Carol,"Oh, Carol. Don't let him steal your heart away. I'm gonna learn to dance. If it takes me all night and day. Climb into my machine so we can groove on out. I know some swinging little joint where we can jump and shout. It's not too far back on the highway not so long a ride. You park the car out in the open you can walk inside. A little cutie takes your hat and you can thank her ma'am. 'Cause every time you make the scene you find the joint is jammed. Oh, Carol. Don't let him steal your heart away. I'm gonna learn to dance. If it takes me all night and day. Now, if you want to hear some music like the boys are playing. Hold tight, bang your foot don't let it carry you away. Don't let the heat overcome you when they play so loud. Won't the music intrigue you when they get a crowd. Well you can't dance I know you would you could. I got my eyes on you, baby, cause you dance so good. Oh, Carol. Don't let him steal your heart away. I'm gonna learn to dance. If it takes me all night and day. Oh, Carol. Don't let him steal your heart away. I've got to learn to dance. If it takes me all night and day",joy,0.625864
album,Get Yer Ya-Ya's Out,1970,Stray Cat Blues,"I hear the click-clack of your feet on the stairs. I know you're no scare-eyed honey.. There'll be a feast if you just come upstairs. But it's no hanging matter. It's no capital crime. I can see that you're fifteen years old. No I don't want your I.D.. And I can see that you're so far from home. But it's no hanging matter. It's no capital crime. Oh yeah, you're a strange stray cat. Oh yeah, don'tcha scratch like that. Oh yeah, you're a strange stray cat. I bet, bet your mama don't know you scream like that. I bet your mother don't know you can spit like that.. You look so weird and you're so far from home. But you don't really miss your mother. Don't look so scared I'm no mad-brained bear. But it's no hanging matter. It's no capital crime. Oh, yeah. Woo!. I bet your mama don't know that you scatch like that. I bet she don't know you can bite like that.. You say you got a friend, that she's wilder than you. Why don't you bring her upstairs. If she's so wild then she can join in too. It's no hanging matter. It's no capital crime. Oh yeah, you're a strange stray cat. Oh yeah, don'tcha scratch like that. Oh yeah, you're a strange stray cat. I bet you mama don't know you can bite like that. I'll bet she never saw you scratch my back",tentative,0.884981
album,Get Yer Ya-Ya's Out,1970,Love In Vain,"Well I followed her to the station. With a suitcase in my hand. Yeah, I followed her to the station. With a suitcase in my hand. Whoa, it's hard to tell, it's hard to tell. When all your love's in vain. When the train come in the station. I looked her in the eye. Well the train come in the station. And I looked her in the eye. Whoa, I felt so sad so lonesome. That I could not help but cry. When the train left the station. It had two lights on behind. Yeah, when the train left the station. It had two lights on behind. Whoa, the blue light was my baby. And the red light was my mind. All my love was in vain. All my love's in vain",confident,0.627908
album,Get Yer Ya-Ya's Out,1970,Midnight Rambler,"Did you hear about the midnight rambler. Everybody got to go. Did you hear about the midnight rambler. The one that shut the kitchen door. He don't give a hoot of warning. Wrapped up in a black cat cloak. He don't go in the light of the morning. He split the time the cock'rel crows. Talkin' about the midnight gambler. The one you never seen before. Talkin' about the midnight gambler. Did you see him jump the garden wall. Sighin' down the wind so sad. Listen and you'll hear him moan. Talkin' about the midnight gambler. Everybody got to go. Did you hear about the midnight rambler. Well, honey, it's no rock 'n' roll show. Well, I'm talkin' about the midnight gambler. Yeah, the one you never seen before. [ad lib]. Well you heard about the Boston.... It's not one of those. Well, talkin' 'bout the midnight...sh.... The one that closed the bedroom door. I'm called the hit-and-run raper in anger. The knife-sharpened tippie-toe.... Or just the shoot 'em dead, brainbell jangler. You know, the one you never seen before. So if you ever meet the midnight rambler. Coming down your marble hall. Well he's pouncing like proud black panther. Well, you can say I, I told you so. Well, don't you listen for the midnight rambler. Play it easy, as you go. I'm gonna smash down all your plate glass windows. Put a fist, put a fist through your steel-plated door. Did you hear about the midnight rambler. He'll leave his footprints up and down your hall. And did you hear about the midnight gambler. And did you see me make my midnight call. And if you ever catch the midnight rambler. I'll steal your mistress from under your nose. I'll go easy with your cold fanged anger. I'll stick my knife right down your throat, baby. And it hurts!",sadness,0.614071
album,Get Yer Ya-Ya's Out,1970,Sympathy For The Devil,"Please allow me to introduce myself. I'm a man of wealth and taste. I've been around for a long, long year. Stole many a man's soul and faith. And I was 'round when Jesus Christ. Had his moment of doubt and pain. Made damn sure that Pilate. Washed his hands and sealed his fate. Pleased to meet you. Hope you guess my name. But what's puzzling you. Is the nature of my game. I stuck around St. Petersburg. When I saw it was a time for a change. Killed the Tsar and his ministers. Anastasia screamed in vain. I rode a tank. Held a general's rank. When the blitzkrieg raged. And the bodies stank. Pleased to meet you. Hope you guess my name, oh yeah. Ah, what's puzzling you. Is the nature of my game, oh yeah. I watched with glee. While your kings and queens. Fought for ten decades. For the gods they made. I shouted out,. ""Who killed the Kennedys?"". When after all. It was you and me. Let me please introduce myself. I'm a man of wealth and taste. And I laid traps for troubadours. Who get killed before they reached Bombay. Pleased to meet you. Hope you guessed my name, oh yeah. But what's puzzling you. Is the nature of my game, oh yeah, get down, baby. Pleased to meet you. Hope you guessed my name, oh yeah. But what's confusing you. Is just the nature of my game. Just as every cop is a criminal. And all the sinners saints. As heads is tails. Just call me Lucifer. Cause I'm in need of some restraint. So if you meet me. Have some courtesy. Have some sympathy, and some taste. Use all your well-learned politesse. Or I'll lay your soul to waste, um yeah. Pleased to meet you. Hope you guessed my name, um yeah. But what's puzzling you. Is the nature of my game, um mean it, get down. Woo, who. Oh yeah, get on down. Oh yeah. Oh yeah!. Tell me baby, what's my name. Tell me honey, can ya guess my name. Tell me baby, what's my name. I tell you one time, you're to blame. Ooo, who. Ooo, who. Ooo, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Oh, yeah. What's my name. Tell me, baby, what's my name. Tell me, sweetie, what's my name. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Ooo, who, who. Oh, yeah",tentative,0.913412
